20
889 1664
406 624 910
489 11 219
795 589 112
372 615 931
495 575 415
124 299 956
491 386 332
341 444 661
142 91 872
118 354 490
152 80 333
713 776 990
713 199 292
42 558 111
584 646 698
673 737 720
21 165 45
649 59 29
242 236 25
154 379 525
286 562 360
95 169 1000
804 16 332
27 175 853
789 647 156
224 611 66
655 551 57
297 739 212
268 519 904
31 780 24
695 122 234
581 14 210
273 313 213
686 614 794
11 456 741
770 184 67
9 782 568
689 466 851
279 685 758
443 213 140
513 694 626
498 284 647
346 686 414
186 437 433
687 412 910
132 520 745
609 232 94
222 747 946
555 673 305
104 627 957
371 673 114
269 589 483
378 284 485
439 151 425
741 256 597
394 729 948
510 778 353
681 422 272
503 571 199
115 240 8
504 60 411
373 673 380
443 315 534
634 259 507
702 655 760
100 459 105
420 765 436
543 97 249
375 388 912
579 164 882
759 392 559
200 185 81
543 28 911
569 463 232
460 350 457
363 387 468
343 332 882
269 260 360
164 418 588
602 635 767
300 83 628
644 80 792
356 778 964
168 712 285
202 746 381
481 600 847
114 713 93
108 306 303
494 588 970
176 737 123
195 506 251
420 139 841
58 518 602
108 408 240
677 483 57
40 612 956
317 113 873
640 717 70
356 605 996
324 723 110
284 26 967
618 422 301
336 441 763
547 680 950
364 660 51
584 650 219
85 4 458
423 163 994
325 31 405
428 286 451
348 668 924
649 214 573
84 612 353
680 567 970
373 443 696
524 105 648
254 64 578
255 677 484
400 661 117
543 639 121
272 194 337
401 135 685
80 641 853
780 16 176
773 259 100
715 494 810
249 43 325
79 351 789
114 794 601
305 106 907
149 455 171
357 155 816
717 358 26
358 560 400
309 475 366
675 548 471
638 773 524
364 47 410
459 108 168
773 685 184
210 450 144
516 156 133
38 378 966
257 561 137
204 394 632
666 10 377
481 136 12
549 722 769
52 698 612
63 237 507
413 547 520
638 666 457
491 226 521
177 800 432
286 336 377
749 411 165
392 221 344
801 527 936
531 243 733
776 558 359
228 446 696
337 492 923
983 1783
572 548 231
32 399 485
962 60 794
155 215 730
229 176 464
438 138 885
921 389 61
256 966 592
44 724 444
718 428 396
804 131 244
945 376 924
118 440 388
473 86 663
804 91 677
28 238 691
230 433 682
484 649 458
874 292 101
303 156 282
213 935 417
973 952 549
107 834 126
488 374 23
952 180 330
780 222 177
266 345 905
747 865 987
814 67 419
701 633 783
348 437 457
257 645 891
428 257 913
133 571 271
70 423 284
761 647 841
204 739 846
651 863 571
461 698 679
951 447 17
83 386 391
388 600 823
554 548 631
576 821 97
622 479 552
900 849 236
438 938 946
491 575 11
829 348 654
572 49 183
203 685 729
106 709 725
810 251 695
263 421 249
815 240 456
324 64 796
769 194 696
898 883 290
149 937 632
765 977 94
959 624 667
164 400 974
820 639 813
705 479 637
875 695 136
650 809 308
474 663 945
650 368 529
219 424 789
591 777 953
850 213 430
57 647 618
654 593 207
154 19 214
189 558 816
278 168 710
699 801 697
442 91 242
411 541 253
88 854 176
884 501 77
940 518 83
29 339 883
50 410 629
259 427 149
694 705 790
147 911 391
19 896 15
317 441 830
688 846 620
575 265 580
250 76 287
655 725 852
28 796 902
169 205 735
157 649 776
331 230 798
746 603 994
334 290 44
635 169 286
785 711 707
860 771 673
966 34 366
333 525 545
689 723 502
71 932 636
720 320 584
408 940 517
972 255 803
449 44 452
373 914 894
561 609 638
105 638 397
436 108 847
711 954 907
939 860 208
839 214 200
74 318 926
32 430 59
326 301 158
750 909 504
518 722 85
710 176 972
208 250 472
208 516 739
68 483 185
922 403 146
843 916 785
813 451 226
713 525 965
194 507 572
189 928 625
200 669 794
85 229 972
961 172 584
637 668 366
843 48 231
622 515 711
424 932 93
118 446 670
345 352 665
282 847 890
227 924 41
867 53 329
196 140 278
56 41 784
619 275 215
37 765 376
407 333 375
482 435 163
230 832 19
385 527 802
61 430 568
759 154 386
251 234 562
605 792 497
839 307 805
885 707 565
913 448 865
123 580 670
373 836 183
728 464 643
628 26 244
950 168 320
921 390 235
913 947 702
772 116 42
376 805 136
380 474 266
465 91 676
56 794 988
651 203 492
151 255 901
675 420 580
276 926 615
830 374 640
928 79 464
608 655 66
673 536 156
299 551 151
621 529 172
566 298 426
138 790 535
335 157 865
794 915 89
495 886 686
151 327 250
474 811 99
525 926 588
962 344 573
627 752 660
107 483 208
529 489 948
894 309 730
264 342 163
119 101 538
394 666 393
74 577 399
434 65 245
905 163 505
447 605 74
869 505 926
671 832 438
9 444 688
825 389 698
879 425 910
581 897 820
639 358 746
780 632 872
254 832 438
394 365 772
451 63 508
514 105 451
341 635 300
335 752 74
576 483 9
700 953 463
571 688 842
606 399 469
197 859 849
486 457 471
283 944 107
696 245 138
82 551 123
909 240 884
146 555 290
194 38 522
707 345 739
128 753 131
630 540 34
799 234 816
109 733 267
911 238 690
563 694 587
161 920 592
853 213 264
81 248 270
13 765 990
419 543 681
547 535 151
566 570 517
644 521 478
690 677 234
426 463 70
761 497 302
244 594 99
877 137 941
527 769 236
24 651 282
827 335 340
367 844 929
560 960 608
464 621 437
337 554 367
965 454 363
682 458 82
542 179 851
112 626 113
319 353 839
128 40 449
859 761 876
574 211 318
932 762 613
498 687 587
318 922 496
294 629 299
190 604 657
846 800 926
774 667 471
82 578 245
836 523 500
256 261 899
416 767 299
734 136 845
334 684 312
465 669 308
887 521 746
601 922 900
293 696 772
68 968 186
943 688 323
918 519 157
949 448 253
51 112 999
807 284 403
609 220 727
855 534 418
173 776 286
507 683 929
629 460 932
627 722 398
364 541 714
816 7 127
867 908 346
179 6 964
84 312 130
767 872 55
49 493 418
765 889 841
463 468 813
728 640 811
145 363 278
235 91 514
326 502 834
976 541 289
464 883 928
16 619 724
739 21 670
952 611 799
110 904 407
63 226 137
572 609 958
375 859 777
46 376 737
919 56 160
119 867 522
252 649 465
696 636 410
447 844 681
243 506 965
306 852 365
561 569 435
414 483 364
169 130 274
847 26 617
493 483 87
813 191 105
380 480 10
596 368 956
808 48 437
219 448 939
197 168 572
920 653 758
130 97 710
357 628 505
412 768 152
747 352 18
675 274 521
643 659 340
755 111 545
208 326 806
171 613 109
921 119 857
693 670 581
410 763 40
587 832 776
544 91 853
195 337 321
791 93 474
744 157 527
332 407 700
749 547 351
241 157 714
891 5 77
840 661 948
414 823 483
208 34 771
832 454 786
538 700 943
763 291 291
80 836 404
721 580 504
981 54 647
591 844 388
880 123 685
384 389 321
598 188 930
618 729 626
149 120 813
781 553 429
457 53 682
735 82 990
150 474 413
298 265 240
418 86 754
2 304 805
145 220 97
405 359 256
652 242 489
935 243 616
732 471 497
115 496 416
321 507 506
396 832 858
609 757 111
853 91 968
456 404 726
222 18 284
844 425 495
63 32 977
673 877 598
296 714 659
936 885 418
676 189 739
145 675 199
893 473 463
733 554 313
609 321 560
151 938 119
618 301 403
289 246 978
751 561 911
466 750 137
873 857 778
120 821 320
722 21 732
183 810 171
678 534 79
530 683 285
373 539 456
352 100 521
519 45 854
949 975 708
67 567 250
73 613 795
26 321 547
42 465 794
95 482 869
899 83 544
509 523 379
506 311 365
825 409 608
591 817 397
413 310 244
946 374 177
79 939 905
158 820 695
653 981 414
744 814 88
929 432 934
746 327 968
114 578 660
88 403 391
179 526 869
941 337 641
460 539 453
308 596 374
441 535 921
589 743 956
219 780 125
321 173 482
260 405 716
767 622 747
910 639 916
445 219 97
57 311 474
98 962 171
110 568 353
566 542 963
136 941 234
299 781 388
700 773 272
749 811 339
259 977 760
969 40 271
966 760 333
217 607 467
953 458 684
245 337 789
319 15 791
496 731 990
377 744 697
258 844 945
384 778 497
848 912 89
158 850 810
16 945 779
905 975 228
623 885 537
756 203 803
503 1 708
535 464 602
977 562 275
48 400 373
348 354 48
376 556 159
766 578 49
556 307 785
866 782 850
121 44 480
762 768 736
844 59 341
750 509 479
807 2 803
637 804 833
606 12 191
541 46 181
120 34 656
775 535 292
456 838 174
169 897 401
545 632 668
592 758 996
288 679 701
296 885 951
746 668 985
113 857 896
72 803 125
469 268 218
98 970 633
388 180 321
613 139 600
216 595 407
341 959 577
274 124 636
126 527 456
136 674 463
173 424 3
622 929 344
519 556 225
605 182 719
621 498 2
667 764 567
904 551 331
747 150 140
937 457 585
150 723 510
819 969 844
331 809 421
894 213 65
257 589 966
449 848 192
499 670 801
342 892 849
419 313 252
59 273 197
402 70 783
697 819 365
430 593 523
455 438 757
97 763 605
730 700 313
745 248 281
298 93 672
354 131 397
112 457 589
447 542 30
683 652 127
194 456 218
656 564 336
77 237 369
555 841 74
949 152 717
696 143 239
458 626 347
949 359 127
680 137 474
476 746 693
772 245 583
983 601 481
696 575 951
618 836 467
8 122 215
691 11 325
423 193 769
195 512 332
376 52 352
83 362 448
53 615 656
693 395 551
532 214 569
415 813 629
716 822 860
927 578 864
606 313 382
251 721 220
900 11 740
860 417 395
66 840 422
800 751 247
636 597 245
620 247 195
856 710 626
236 705 345
859 458 191
442 896 827
196 871 744
675 58 508
541 954 303
417 830 419
63 862 224
93 485 369
190 135 745
770 681 471
134 755 512
77 392 708
505 651 898
901 807 996
571 120 266
914 793 983
492 867 584
858 358 35
203 281 172
559 844 106
512 101 470
312 363 149
930 973 614
298 346 912
190 673 791
103 710 527
946 736 103
225 40 692
936 47 83
263 30 38
786 494 993
214 442 252
276 438 841
355 501 779
95 511 7
878 289 583
374 130 845
759 746 280
460 444 729
39 593 699
846 876 852
241 351 915
640 783 633
358 310 873
240 37 549
910 63 170
878 645 605
832 44 739
635 102 943
690 81 659
391 749 612
414 286 560
406 98 373
308 862 526
670 768 276
45 562 112
605 362 66
230 945 663
398 724 161
185 501 716
911 220 233
853 301 255
317 905 327
385 791 539
54 162 2
314 525 601
195 174 753
310 457 758
149 981 956
342 453 311
921 880 342
214 434 731
806 878 720
649 32 265
871 812 167
440 614 651
914 265 282
122 162 34
871 411 70
763 468 730
183 182 464
144 133 776
249 560 299
402 452 231
926 448 395
404 487 84
445 85 50
22 808 294
517 157 69
33 826 202
422 805 115
516 15 766
121 351 329
82 228 80
500 983 722
259 501 933
508 511 500
562 648 193
539 88 155
590 208 1
904 933 74
521 870 89
29 633 60
913 858 471
503 579 145
654 105 983
739 186 338
334 830 155
145 614 715
132 338 484
413 896 296
390 380 821
804 603 749
515 835 907
627 306 899
183 241 863
300 775 597
980 688 909
596 158 102
149 525 703
147 317 844
217 347 125
125 877 967
734 462 834
272 70 633
972 469 42
625 640 603
352 168 537
940 718 40
661 510 639
947 777 857
713 285 727
574 702 276
299 697 859
601 398 652
756 975 409
228 118 739
209 532 656
377 284 491
18 958 563
555 144 267
254 745 69
571 396 864
125 682 164
849 692 697
496 812 438
703 901 470
333 221 217
836 436 523
304 486 648
616 877 294
827 907 108
449 161 251
653 381 353
728 380 638
464 620 15
928 247 916
326 677 803
742 421 220
904 322 335
736 230 696
168 672 751
765 251 473
549 309 102
242 390 436
778 117 317
110 656 679
457 61 707
266 403 183
54 962 307
209 316 385
852 472 871
317 88 878
623 438 724
715 255 272
65 436 976
69 513 831
469 927 504
886 655 921
721 706 269
496 138 683
654 340 157
868 132 961
805 977 947
117 576 696
966 281 865
4 519 602
322 720 517
950 891 127
248 662 876
82 702 409
491 435 834
597 858 766
812 867 650
307 625 3
205 953 160
721 480 920
864 152 72
371 647 533
506 890 156
838 613 555
657 803 813
61 380 250
504 340 844
245 464 45
836 761 976
593 263 739
80 491 619
843 404 828
395 77 887
399 976 155
863 910 437
341 648 307
250 464 548
18 494 912
564 719 170
533 540 45
528 40 513
106 98 295
15 421 851
974 27 763
132 426 263
169 78 909
795 737 711
160 571 385
611 17 903
517 590 666
179 401 726
599 161 603
326 261 393
724 830 501
348 713 327
636 269 283
340 5 440
553 190 600
662 742 58
832 600 514
614 833 852
856 300 586
575 455 730
849 383 996
189 167 164
719 879 607
924 345 11
687 585 14
841 189 350
453 593 637
449 270 432
707 938 24
44 829 313
274 727 829
616 531 600
576 797 98
425 209 396
641 155 692
247 588 521
819 822 118
337 839 140
896 364 393
981 943 543
938 980 81
208 851 468
351 357 154
661 78 192
868 759 738
623 25 588
765 645 752
974 834 7
318 104 447
859 70 298
114 633 10
130 457 922
413 422 738
761 150 747
750 326 533
15 621 835
914 639 539
939 173 314
493 778 360
387 86 941
88 147 277
765 652 775
832 555 215
346 388 808
825 363 784
722 280 241
871 297 202
788 157 820
358 759 319
255 884 253
498 607 689
9 722 873
177 741 83
517 440 178
440 207 534
157 694 799
451 131 434
682 602 230
592 562 976
32 115 763
849 37 91
611 969 181
682 676 539
457 525 675
10 486 784
589 152 272
865 539 404
348 319 279
593 573 829
234 776 736
52 88 633
906 303 104
789 605 277
583 62 211
313 739 667
802 228 8
400 249 120
370 647 161
654 510 174
656 968 949
676 428 678
247 798 987
391 5 508
920 360 965
25 32 74
625 310 840
663 679 423
605 449 821
353 269 860
273 134 354
512 366 422
597 430 154
821 257 876
159 957 802
395 490 15
634 857 880
68 92 583
298 350 553
341 202 144
53 572 387
440 852 377
512 383 788
902 959 218
482 31 931
158 806 467
51 746 161
105 703 882
421 927 395
852 750 682
157 477 768
542 983 851
648 270 545
60 31 659
483 182 222
919 913 860
904 916 566
855 706 767
55 70 984
580 559 617
440 309 385
741 595 314
556 859 359
65 303 667
190 710 981
661 862 922
709 460 925
109 186 310
644 319 419
45 420 212
854 477 229
251 714 1000
803 30 108
555 522 418
635 170 499
135 530 757
402 55 294
515 373 944
521 197 986
742 787 942
796 184 276
575 705 365
325 825 5
84 713 276
679 669 456
838 610 4
633 843 929
735 267 210
631 30 537
418 672 266
738 160 947
530 743 337
916 526 297
366 362 76
413 275 875
145 504 741
949 365 700
980 191 274
166 882 315
821 15 814
316 535 7
659 75 522
30 29 46
862 268 918
406 436 195
495 645 704
927 147 321
764 580 673
172 479 22
924 688 610
854 46 275
74 129 117
500 149 874
132 592 402
14 562 208
6 119 698
282 61 55
31 517 824
872 186 506
982 426 656
609 497 966
772 98 113
530 80 100
673 265 641
32 834 725
417 105 555
823 302 388
218 201 332
140 736 412
593 481 455
59 507 651
276 681 957
255 832 591
662 258 834
188 79 670
408 388 137
473 578 436
298 472 961
571 424 941
121 516 770
65 399 660
97 99 180
119 284 516
58 42 524
196 472 501
839 42 908
449 873 550
95 172 828
656 702 786
816 932 17
413 395 158
50 723 275
902 290 698
822 405 709
898 251 503
761 239 771
707 752 374
864 292 879
830 332 244
945 812 833
347 282 110
407 281 882
926 738 768
479 235 416
155 951 772
140 536 900
371 490 532
56 716 488
839 534 603
562 425 470
202 516 678
110 652 263
81 368 837
350 847 222
164 779 711
932 89 459
22 25 382
317 642 918
981 559 120
669 619 361
457 592 760
790 643 197
875 516 732
89 685 258
914 644 307
874 185 278
29 118 898
731 241 450
120 75 27
400 391 246
13 149 388
478 566 988
294 201 491
750 861 494
147 113 446
519 683 302
416 918 410
739 320 981
572 75 44
425 22 976
520 363 337
452 776 907
266 895 239
560 456 62
919 387 377
434 680 626
679 960 991
270 734 708
465 485 953
488 270 787
359 905 43
301 298 539
331 539 860
666 681 649
407 808 44
593 100 104
1 744 486
463 943 928
733 123 435
624 367 188
153 335 479
285 535 585
852 975 159
640 81 771
51 976 601
745 859 187
322 659 22
636 563 597
927 657 723
833 395 211
584 473 704
217 44 234
692 149 939
341 174 327
157 394 240
729 612 63
35 617 592
406 202 566
114 387 252
941 518 651
56 770 896
42 668 966
335 815 159
573 934 927
229 723 510
96 548 455
808 267 567
365 218 653
712 941 92
959 35 770
908 84 795
393 970 620
179 934 813
11 146 616
856 156 814
778 47 923
965 13 934
628 231 11
338 272 141
636 414 351
893 574 392
256 365 189
916 569 539
772 146 16
50 707 400
468 89 871
108 305 987
682 359 853
296 806 435
257 276 586
12 832 848
482 187 237
944 931 234
572 688 463
655 354 997
180 250 742
201 874 143
334 451 910
722 346 415
194 614 421
195 770 779
893 975 575
971 399 59
151 522 570
44 112 128
399 305 163
783 645 557
978 612 37
622 585 961
88 465 457
859 138 338
444 88 468
747 333 361
662 468 588
626 589 954
651 828 123
250 729 746
974 914 520
578 866 277
518 769 928
476 263 546
920 399 17
64 591 244
561 376 497
888 339 857
766 193 938
776 926 404
25 747 471
95 523 8
699 921 675
48 915 59
304 358 578
217 315 248
94 164 968
960 194 819
270 858 116
221 669 11
510 75 636
725 181 386
424 349 998
868 519 180
627 356 454
235 193 679
827 418 233
207 313 475
548 237 182
341 307 953
283 37 492
939 700 464
918 841 281
706 130 514
665 474 875
257 166 698
785 374 792
598 238 179
330 165 894
912 925 871
305 208 142
582 479 735
631 527 627
206 392 583
231 617 790
364 632 571
734 925 801
339 219 232
664 565 28
692 368 691
816 662 369
674 43 761
777 926 344
389 659 762
26 549 604
606 14 791
608 530 195
247 327 843
641 225 484
651 949 57
656 244 421
349 893 589
628 219 212
517 194 962
346 949 343
405 833 274
486 111 319
287 512 389
427 360 15
670 616 587
770 20 470
221 330 984
953 450 243
812 674 407
505 9 788
156 14 851
41 768 302
363 248 56
829 464 184
407 840 313
683 498 474
877 48 217
538 250 391
8 383 289
426 454 789
60 499 200
616 28 951
371 683 250
573 12 214
42 138 464
826 851 406
209 601 241
794 212 455
806 260 441
20 105 645
600 201 109
124 318 546
115 469 930
780 828 722
199 438 984
135 17 755
383 228 471
85 769 77
430 576 183
48 302 821
869 188 765
200 5 103
477 743 966
668 876 665
658 488 129
771 196 252
469 399 337
235 784 699
611 24 393
25 982 475
639 970 751
574 167 249
455 118 78
950 313 507
700 820 783
209 329 471
390 500 509
147 411 583
50 273 113
540 722 560
485 285 546
638 199 621
146 866 459
639 153 12
836 313 640
730 909 536
10 69 906
440 636 852
53 681 107
805 232 163
70 184 451
899 440 381
695 810 618
726 811 241
531 959 271
334 785 925
350 33 437
80 432 562
296 485 805
123 64 908
126 411 400
393 919 321
460 113 693
385 446 964
961 796 666
21 607 446
964 583 434
788 229 633
519 962 942
392 918 348
974 887 548
362 794 926
807 282 957
151 18 321
282 328 67
777 259 28
458 731 949
939 827 376
744 586 414
882 967 201
327 63 478
5 479 5
17 885 469
925 710 785
646 429 200
16 773 532
591 712 51
462 190 493
663 806 231
880 395 86
236 751 32
4 815 883
616 685 736
952 746 17
473 965 451
136 27 446
437 940 794
723 85 653
856 223 267
726 363 534
61 386 205
186 308 745
323 198 345
497 76 496
187 869 662
435 818 619
318 828 362
939 979 727
344 549 200
924 942 610
180 620 120
9 947 327
446 787 672
223 868 222
788 790 692
796 3 516
942 789 71
12 628 796
508 860 769
706 644 578
774 645 916
582 937 209
935 580 470
49 809 9
128 421 248
461 108 647
979 96 835
888 663 135
262 27 150
970 144 968
402 171 454
865 809 722
305 205 564
227 615 749
588 713 351
498 821 915
737 670 394
772 775 219
266 515 515
125 39 521
419 336 837
216 374 777
591 410 525
572 589 938
274 329 518
650 209 73
393 278 857
378 573 355
829 765 879
46 326 367
676 731 628
871 890 599
540 642 411
947 91 1
436 818 880
879 446 691
523 974 144
298 46 458
162 804 701
321 773 852
584 444 923
503 133 548
340 212 394
758 800 145
303 41 128
3 325 966
896 224 746
754 211 301
133 112 443
783 660 475
969 950 564
46 946 20
457 3 897
90 576 219
55 575 932
623 37 773
698 835 863
231 143 892
810 717 741
186 960 45
894 833 761
186 790 637
789 498 168
217 866 458
70 693 872
751 549 955
464 336 600
962 235 73
267 699 864
24 768 624
827 211 653
840 897 59
242 786 818
851 852 590
519 402 942
136 567 793
803 572 880
102 942 729
467 980 242
450 704 728
924 86 488
630 396 933
570 108 158
792 770 381
525 115 130
414 757 841
255 943 931
953 734 818
830 553 716
930 133 167
417 376 169
117 479 441
832 438 545
588 235 25
498 900 548
315 326 716
585 861 760
917 129 927
977 695 829
908 765 476
791 141 290
483 906 458
290 980 524
102 266 318
934 927 260
61 82 288
495 936 934
267 859 151
897 483 221
927 748 67
363 320 3
871 524 930
421 526 406
130 145 77
111 313 49
93 344 67
437 35 946
721 297 860
226 310 798
11 237 595
183 523 491
410 514 385
220 93 58
573 659 394
929 810 301
177 79 996
222 690 666
82 548 981
617 802 277
503 876 841
344 498 177
683 439 487
119 511 329
584 108 380
427 123 155
85 252 11
229 435 198
968 663 301
9 764 204
215 973 463
177 376 229
950 726 951
378 275 491
667 20 10
292 745 280
821 697 228
793 438 187
577 783 9
840 284 848
308 417 275
279 870 435
832 287 923
306 727 979
232 60 162
238 868 773
799 739 934
3 431 809
508 740 381
98 803 503
90 388 134
956 340 779
349 359 390
678 780 51
590 102 584
909 726 665
117 461 257
241 336 437
741 165 451
769 951 699
302 770 936
283 640 654
674 615 821
741 218 24
145 200 940
306 656 46
389 804 717
436 43 423
93 952 186
401 192 969
416 543 70
661 687 164
535 957 569
357 49 882
584 454 998
291 86 967
778 804 553
709 618 215
107 463 626
488 132 966
926 80 450
802 127 857
903 377 899
393 516 375
743 534 211
398 17 744
254 354 902
311 12 416
442 580 760
725 33 335
788 56 419
264 758 664
47 313 107
135 398 264
672 418 544
821 652 150
539 616 383
418 762 843
382 534 492
813 528 2
779 830 837
226 831 801
464 343 785
294 32 24
919 46 580
690 553 171
36 528 993
358 111 141
704 982 239
878 848 785
423 435 166
18 202 521
108 618 36
88 925 152
811 876 6
521 174 175
494 49 760
213 809 629
935 288 211
540 199 702
188 799 140
687 592 701
473 920 518
541 745 536
370 868 516
617 547 575
226 485 112
483 371 208
822 640 385
975 418 569
13 321 166
34 340 14
974 101 808
574 623 900
798 145 269
516 780 201
879 872 687
277 410 394
429 661 370
345 931 845
36 478 386
127 403 648
82 813 310
135 313 490
22 241 781
478 414 790
785 356 906
817 864 707
54 894 340
636 108 708
878 849 279
207 884 113
609 702 812
689 837 670
526 879 167
22 584 451
436 520 668
571 959 96
465 567 121
435 537 414
589 682 916
753 860 885
49 729 956
678 241 360
610 114 151
499 505 70
431 53 487
736 450 795
750 835 745
711 846 549
933 433 960
964 449 713
518 193 209
595 70 952
375 178 957
443 307 771
98 637 717
599 380 70
928 963 231
888 80 714
75 313 236
715 809 133
122 508 895
44 471 951
638 952 970
451 973 243
842 700 4
940 277 456
261 740 453
310 533 909
238 885 924
45 938 224
236 332 493
616 160 729
87 542 601
236 589 512
112 308 478
500 598 655
851 33 415
13 109 454
475 346 317
875 263 781
567 425 982
564 762 450
621 211 793
798 906 608
790 318 271
773 694 595
427 467 607
775 809 715
291 827 669
581 697 47
533 565 925
111 226 919
26 134 260
716 406 895
851 660 934
218 473 688
448 636 886
72 763 101
663 715 760
668 199 48
510 922 288
42 529 759
523 933 512
370 207 281
135 890 774
705 416 37
928 120 246
603 322 447
608 402 729
611 638 733
793 890 896
815 685 805
194 600 594
14 670 914
454 160 505
358 676 563
869 830 867
590 797 107
122 734 168
976 440 746
386 945 457
173 719 769
633 406 56
342 430 667
128 257 110
427 797 211
26 885 703
655 232 972
523 844 648
762 530 441
630 443 232
86 919 301
896 867 78
741 351 474
915 674 677
826 471 165
85 34 190
868 775 383
88 324 735
878 302 862
693 2 360
588 334 345
178 233 681
36 227 205
41 776 986
782 151 867
436 376 559
647 972 288
428 900 372
924 700 254
10 594 376
614 982 413
621 679 951
547 338 108
842 347 681
102 419 228
593 527 704
809 596 524
53 723 444
138 526 209
880 776 22
876 198 674
531 12 613
938 900 45
907 857 108
151 484 137
669 626 98
822 640 636
667 53 269
337 631 966
235 843 67
957 343 527
947 26 213
895 81 104
799 267 287
972 979 766
527 770 541
846 1898
156 10 997
677 698 361
350 570 795
270 78 269
325 554 517
54 462 694
472 240 322
29 361 321
301 366 779
757 225 677
151 87 518
451 340 56
471 97 344
439 749 295
296 685 59
163 328 923
428 305 456
820 826 646
330 353 726
572 269 87
197 445 21
789 430 585
170 250 790
253 663 916
730 220 47
436 39 25
268 597 532
716 514 183
540 137 176
500 533 73
197 287 907
190 799 783
576 752 296
148 124 385
222 191 923
700 631 866
531 303 121
204 227 85
33 529 288
267 369 996
117 123 821
579 819 937
515 570 505
719 225 974
48 380 284
325 298 842
462 427 197
100 552 41
644 43 318
527 840 443
133 535 917
419 162 133
207 392 594
632 717 633
47 154 115
361 719 539
32 346 671
565 499 790
570 425 573
286 64 104
754 383 647
716 748 273
111 491 265
186 20 842
755 529 435
317 578 301
722 666 279
577 209 734
3 671 888
60 63 862
683 247 270
632 656 53
8 706 710
368 391 991
139 64 43
633 87 661
192 828 814
112 631 236
461 40 655
661 61 39
273 263 792
140 171 839
622 690 208
610 631 387
226 775 360
637 489 495
29 525 444
286 665 286
364 105 56
13 119 819
695 694 738
168 37 827
760 11 158
523 333 568
239 248 34
386 31 704
600 540 417
622 341 254
687 264 794
65 418 609
619 808 264
687 525 135
476 805 572
228 542 11
629 322 90
91 604 152
258 151 368
71 504 783
183 104 233
217 578 106
620 754 876
219 196 287
311 268 940
471 126 627
119 570 932
481 757 381
573 35 773
391 398 334
583 503 14
200 143 192
449 193 988
646 5 895
840 244 142
387 665 252
780 708 261
317 810 772
216 139 484
357 474 265
247 551 902
331 177 167
665 52 181
772 343 576
551 245 926
282 275 484
788 630 303
14 565 736
761 490 429
576 390 68
74 681 994
176 149 564
500 741 240
71 111 879
673 21 104
471 195 686
78 512 289
423 629 351
722 58 513
246 760 15
513 140 915
362 841 429
240 355 103
548 832 532
6 70 666
240 713 882
312 150 644
748 468 943
487 368 990
127 637 946
516 401 320
652 468 501
315 290 170
377 496 453
285 154 295
567 824 640
440 550 410
767 699 469
578 577 844
148 401 83
305 493 225
759 96 687
397 569 488
584 210 801
354 269 53
517 797 300
437 181 919
451 448 109
727 215 621
824 538 521
35 155 723
447 304 209
781 529 163
607 396 197
818 477 489
176 376 678
31 283 516
654 16 66
483 791 376
403 765 976
271 467 471
621 687 395
179 14 198
45 337 841
568 312 676
455 369 662
34 841 109
224 336 410
198 58 955
787 141 481
528 371 862
416 423 876
511 283 873
361 390 453
790 110 491
511 842 193
512 459 153
650 390 477
262 109 438
223 259 261
594 15 69
599 286 958
643 796 637
7 23 694
626 478 443
791 300 151
418 602 86
479 90 599
370 373 619
192 31 206
702 632 166
2 152 648
501 618 232
480 562 590
130 634 363
810 723 299
235 764 12
81 659 661
510 65 252
220 633 542
336 480 935
651 601 980
81 187 513
327 570 651
503 837 508
633 281 592
344 208 485
841 50 523
426 443 441
96 613 950
634 81 736
551 801 894
79 131 527
687 231 842
177 388 860
609 555 234
623 824 767
692 365 652
596 448 600
437 289 938
273 396 880
419 191 376
15 464 316
9 671 477
12 669 31
256 229 528
314 504 165
130 314 220
437 79 12
85 643 864
206 531 842
571 771 344
381 382 459
381 833 529
432 393 264
4 576 92
183 528 215
237 791 100
436 188 550
438 613 995
334 581 184
93 554 206
196 207 156
86 721 234
506 502 653
339 502 591
123 70 386
406 784 3
627 40 133
487 666 487
428 191 511
289 265 347
19 685 76
473 609 543
304 567 858
799 77 774
753 481 742
420 691 428
797 64 279
211 192 7
692 297 271
476 259 400
746 163 651
114 629 188
383 143 267
178 318 616
631 198 1
825 9 950
787 662 379
6 173 223
515 166 376
230 460 52
149 586 436
30 148 554
368 606 103
442 742 536
63 701 921
6 454 206
502 59 234
664 615 308
290 510 229
426 429 230
73 137 368
259 272 650
280 416 518
625 299 684
704 662 391
447 247 400
75 304 435
423 394 924
512 754 47
731 822 576
815 80 298
178 508 809
525 354 163
668 684 18
572 561 903
674 612 908
364 798 811
475 42 547
329 787 647
636 102 16
334 333 766
468 591 895
435 716 147
350 262 190
76 844 728
463 553 286
668 44 798
657 574 802
126 590 651
677 222 815
822 175 988
618 521 827
732 584 831
1 164 328
564 423 260
828 97 600
303 417 566
584 3 62
257 199 870
585 442 908
729 209 842
11 443 833
252 413 935
229 425 151
227 631 260
792 91 322
108 268 666
464 140 402
410 215 281
301 706 363
472 69 645
58 277 970
388 330 767
339 510 743
28 136 111
785 747 821
802 342 264
597 693 308
841 490 889
486 301 317
342 104 195
608 661 888
589 407 665
118 359 566
385 556 430
719 139 978
830 562 553
116 632 393
818 349 43
49 562 166
743 443 761
675 818 67
600 820 427
149 641 35
224 313 402
