957 2939
198 283 157
195 12 542
154 448 92
130 21 170
512 244 97
229 688 174
662 888 846
348 392 421
209 55 809
374 729 715
882 441 440
64 43 407
648 297 807
939 398 654
69 836 374
791 920 609
861 294 545
430 610 506
844 854 725
417 262 703
576 601 666
339 911 683
375 165 698
508 410 933
173 563 30
820 922 318
633 745 595
392 550 413
592 839 887
559 650 910
38 956 224
631 289 952
752 528 192
355 937 649
657 713 48
33 180 360
105 785 857
667 653 376
769 608 569
716 240 915
890 581 845
518 771 318
945 566 89
808 683 246
704 129 515
841 212 299
220 396 749
451 616 985
220 758 353
909 63 345
394 83 116
667 816 468
164 558 817
333 720 593
613 824 519
471 183 57
407 687 143
157 308 617
306 53 139
76 629 496
643 379 852
187 525 505
330 437 690
804 879 836
899 453 496
717 533 691
674 195 826
359 154 107
284 584 372
930 251 922
784 682 237
44 665 304
74 32 236
804 814 168
429 97 21
17 144 807
718 752 394
181 404 347
855 791 985
746 35 766
222 511 788
295 814 317
619 410 31
779 631 934
281 698 520
731 170 188
156 347 597
383 58 896
489 911 249
96 548 956
359 544 473
805 266 925
759 241 477
453 35 419
229 430 264
897 592 740
252 60 67
191 729 234
853 652 816
651 723 24
460 56 547
852 746 430
506 715 359
717 741 763
375 358 781
680 696 722
541 183 852
864 863 798
237 446 594
371 939 675
927 769 401
204 804 558
8 363 899
282 436 636
329 540 885
128 789 790
208 398 538
703 584 146
533 849 501
145 671 360
909 267 106
502 603 974
222 796 888
593 51 11
214 524 531
21 869 556
807 273 197
11 121 26
826 649 260
565 774 438
94 14 317
933 645 421
181 13 331
16 365 286
507 821 5
117 562 385
919 664 277
50 228 49
755 212 107
255 107 715
478 15 305
533 710 900
700 267 943
220 344 644
82 766 218
409 566 39
758 944 863
695 309 49
869 540 474
949 677 486
689 137 580
140 236 414
462 44 603
456 251 526
86 884 719
139 955 968
512 618 893
495 77 350
595 135 228
350 800 265
629 846 309
71 112 885
174 122 550
565 663 423
263 491 312
143 672 342
834 671 245
290 584 270
290 917 734
358 416 167
97 818 475
454 486 417
566 649 925
104 645 858
629 764 136
715 383 780
610 282 605
7 788 177
250 429 288
435 26 514
388 432 517
835 401 125
573 774 93
679 336 591
690 807 144
862 243 543
859 486 88
845 863 109
737 235 790
49 677 275
122 570 926
149 648 626
432 157 685
478 312 29
431 453 911
345 615 29
110 90 685
72 176 238
553 452 830
161 926 619
289 767 510
437 920 346
456 605 994
798 485 627
383 711 891
760 634 391
188 710 741
507 470 36
237 919 438
144 406 338
117 789 810
130 803 766
178 283 228
868 683 361
70 903 612
413 405 748
143 562 549
279 230 496
167 507 104
666 638 531
487 576 924
29 476 353
294 791 262
79 679 857
464 908 327
269 162 887
715 154 955
312 636 86
334 473 318
320 730 351
798 169 822
895 336 869
665 773 74
580 276 671
771 683 859
523 443 273
141 4 974
267 654 140
752 598 892
85 830 462
762 459 424
308 413 312
730 50 68
562 565 304
677 206 97
281 726 190
761 933 573
608 311 849
462 10 794
831 781 956
773 713 259
729 327 150
911 298 401
670 602 387
952 505 810
843 339 300
879 626 394
351 887 594
263 131 503
64 726 892
44 401 170
38 827 312
378 738 666
250 635 11
272 518 552
417 121 690
364 558 939
63 887 318
374 538 875
457 670 983
765 64 121
607 359 543
710 947 276
431 845 607
87 647 611
450 940 700
425 834 868
120 867 731
697 126 763
734 856 261
445 56 781
50 771 44
938 742 969
660 33 299
369 315 42
411 324 113
937 60 404
587 952 853
99 606 724
828 385 900
865 738 551
390 484 415
280 705 892
950 752 371
325 759 121
263 521 327
577 831 30
131 682 88
898 248 660
782 273 264
743 932 230
95 413 152
689 273 134
677 779 695
65 940 287
592 234 733
396 149 82
28 216 962
931 84 621
176 664 361
779 407 832
849 778 889
396 246 969
467 943 455
600 306 304
357 881 984
189 443 401
831 898 367
13 53 558
474 398 594
749 153 772
936 663 747
742 350 935
187 894 205
432 121 860
432 184 149
265 69 429
803 594 132
124 453 446
372 88 505
532 662 40
800 420 91
647 501 352
85 438 325
433 885 865
233 771 560
121 114 477
91 27 74
740 437 87
710 802 299
452 941 97
450 306 817
387 58 331
831 414 151
415 48 80
421 720 811
453 655 475
160 782 607
214 749 185
586 904 427
371 480 77
162 335 315
151 879 680
293 698 780
881 197 243
107 877 655
136 716 518
439 374 952
882 475 862
528 47 862
883 408 583
289 611 483
88 250 688
533 437 422
862 717 283
674 896 433
53 954 79
455 584 411
834 348 279
314 927 609
148 752 599
853 419 43
617 47 932
95 303 751
849 855 674
733 282 990
436 142 354
815 121 185
47 748 376
83 724 298
588 780 579
280 177 115
402 113 31
906 210 39
829 353 355
498 775 139
345 331 40
47 58 595
264 868 287
515 635 358
802 773 84
23 680 12
521 377 914
869 769 35
456 925 676
196 239 414
39 299 629
546 376 282
186 361 992
940 527 116
225 20 838
148 799 487
626 762 823
907 227 192
692 275 521
204 747 320
307 166 994
799 399 194
730 622 551
588 689 301
232 296 335
768 862 819
163 69 110
573 496 245
611 569 261
93 190 425
728 676 83
491 35 94
866 552 475
247 486 455
177 16 142
155 946 545
98 396 659
795 153 111
562 865 105
158 480 511
407 334 224
232 400 906
380 437 795
478 779 519
323 722 399
183 891 743
489 576 325
28 949 580
291 405 396
506 833 480
51 617 236
607 166 414
552 169 646
429 640 214
491 269 655
578 614 808
196 553 246
652 881 903
744 425 1
562 359 6
794 896 543
816 789 105
33 859 687
721 311 732
929 681 302
757 568 259
16 172 586
573 284 558
554 270 102
54 540 893
803 916 603
177 44 443
62 503 991
361 742 67
604 585 600
833 95 732
848 724 653
913 460 450
383 650 14
893 311 976
437 317 76
714 806 94
298 616 912
478 497 921
102 171 707
447 403 576
857 845 785
344 90 266
851 924 790
833 559 859
264 844 422
930 856 865
869 332 152
26 775 138
725 283 109
570 458 74
297 323 446
100 431 914
224 61 688
620 698 844
855 416 396
480 308 700
846 682 898
399 892 960
584 434 78
823 293 595
951 504 865
276 78 563
62 583 121
276 441 920
114 917 726
843 550 600
209 622 790
641 311 101
238 562 218
73 919 992
1 813 84
792 654 117
655 662 118
132 210 418
764 139 810
41 152 790
389 806 881
808 154 618
618 251 913
54 460 743
543 945 244
512 583 642
641 510 782
5 269 337
844 160 912
269 96 410
284 338 975
868 28 165
578 609 497
363 308 528
12 672 8
352 406 656
864 44 2
694 241 117
95 376 554
320 875 863
318 214 552
686 73 648
673 666 297
791 103 377
316 618 912
282 551 771
295 13 624
227 114 559
689 796 628
642 653 523
145 848 10
417 380 289
952 512 474
186 517 177
410 102 765
76 300 159
79 28 575
664 175 304
734 76 552
693 85 224
333 946 822
382 477 149
166 130 448
26 74 357
700 174 868
248 6 868
277 411 451
956 405 211
928 514 238
224 563 758
627 910 173
282 69 154
188 756 641
822 728 469
822 782 440
710 637 136
529 647 807
105 503 453
393 199 619
920 456 904
417 877 103
816 675 598
152 12 372
493 51 861
563 423 237
98 587 948
408 609 2
134 717 106
158 920 688
189 840 894
214 13 722
353 597 950
306 811 979
895 653 873
549 561 576
159 913 669
65 131 458
500 401 271
51 505 222
955 609 295
284 416 556
277 648 890
390 469 780
82 85 429
194 149 982
742 637 217
828 457 428
537 44 300
250 485 981
435 400 597
133 747 679
559 275 678
799 605 737
317 633 840
451 925 306
928 842 127
630 675 516
328 241 739
634 696 821
177 135 612
